,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
2494,Franklin City,Virginia,19588.0,31928.0,43780.0,"8,539","3,551",51620
2495,Marshall,Oklahoma,19583.0,37319.0,47769.0,"15,860","5,970",40095
2496,Cherokee,Kansas,19580.0,39746.0,51748.0,"21,361","7,936",20021
2497,Marion,Alabama,19576.0,32888.0,41733.0,"30,615","12,700",01093
2498,Lincoln,Mississippi,19566.0,36498.0,41572.0,"34,870","13,045",28085
2499,Doña Ana,New Mexico,19565.0,37933.0,44518.0,"211,175","73,797",35013
2500,Laclede,Missouri,19553.0,39013.0,43826.0,"35,535","13,912",29105
2501,Rutherford,North Carolina,19551.0,36334.0,42636.0,"67,403","27,214",37161
2502,Weakley,Tennessee,19547.0,35273.0,50628.0,"34,779","13,797",47183
2503,Warren,Tennessee,19531.0,34641.0,43922.0,"39,861","15,366",47177
2504,Grundy,Missouri,19527.0,37964.0,47000.0,"10,282","4,148",29079
2505,Jones,Mississippi,19519.0,38074.0,43888.0,"68,174","24,677",28067
2506,Mahnomen,Minnesota,19517.0,40282.0,47781.0,"5,475","2,058",27087
2507,Polk,Missouri,19511.0,39512.0,49245.0,"31,088","11,937",29167
2508,Alleghany,North Carolina,19510.0,35170.0,40767.0,"11,046","4,793",37005
2509,Franklin,Washington,19503.0,55177.0,57710.0,"81,835","23,445",53021
2510,Upshur,West Virginia,19498.0,39381.0,49740.0,"24,371","9,011",54097
2511,Polk,Texas,19498.0,37855.0,45690.0,"45,620","16,980",48373
2512,Whitfield,Georgia,19497.0,40471.0,45728.0,"102,556","34,450",13313
2513,Wayne,West Virginia,19497.0,36964.0,46749.0,"42,007","16,555",54099
2514,Chaves,New Mexico,19492.0,39131.0,48169.0,"65,627","23,499",35005
2515,Barry,Missouri,19489.0,38710.0,47663.0,"35,614","13,464",29009
2516,Alamosa,Colorado,19487.0,34520.0,49889.0,"15,933","5,891",08003
2517,Chariton,Missouri,19481.0,39385.0,51356.0,"7,730","2,958",29041
2518,Edmonson,Kentucky,19481.0,37646.0,47637.0,"12,148","4,766",21061
2519,Sampson,North Carolina,19479.0,36496.0,43557.0,"63,687","23,336",37163
2520,Crawford,Arkansas,19477.0,39479.0,46113.0,"61,796","23,368",05033
2521,Fremont,Idaho,19475.0,44520.0,51964.0,"13,088","4,549",16043
2522,Bollinger,Missouri,19470.0,37716.0,45273.0,"12,408","4,758",29017
2523,Harrison,Missouri,19468.0,37739.0,44691.0,"8,871","3,515",29081
2524,Union,Kentucky,19464.0,39125.0,45143.0,"15,138","5,586",21225
2525,St. Helena,Louisiana,19457.0,33143.0,40590.0,"11,062","4,130",22091
2526,Moniteau,Missouri,19451.0,47118.0,59253.0,"15,657","5,464",29135
2527,Van Buren,Tennessee,19450.0,33547.0,41019.0,"5,562","2,097",47175
2528,Johnson,Kentucky,19445.0,34090.0,41981.0,"23,377","9,154",21115
2529,Simpson,Kentucky,19441.0,39546.0,47303.0,"17,443","6,737",21213
2530,Columbia,Arkansas,19439.0,35128.0,47472.0,"24,512","9,449",05027
2531,Scioto,Ohio,19437.0,35379.0,49280.0,"78,952","29,452",39145
2532,Johnson,Nebraska,19435.0,42364.0,53932.0,"5,182","1,926",31097
2533,Yakima,Washington,19433.0,43506.0,48946.0,"244,654","79,679",53077
2534,Peach,Georgia,19431.0,39844.0,52500.0,"27,481","9,525",13225
2535,Carroll,Kentucky,19429.0,40160.0,46281.0,"10,902","4,269",21041
2536,Beaver,Utah,19415.0,46660.0,56184.0,"6,529","2,112",49001
2537,Union,Louisiana,19412.0,35828.0,48125.0,"22,576","8,532",22111
2538,Treutlen,Georgia,19410.0,37894.0,46282.0,"6,817","2,515",13283
2539,Talladega,Alabama,19410.0,35439.0,43074.0,"81,845","31,486",01121
2540,Brooks,Georgia,19409.0,34419.0,46973.0,"15,885","6,573",13027
2541,Jackson,Ohio,19405.0,36356.0,44755.0,"33,034","13,288",39079
2542,Meigs,Tennessee,19403.0,35150.0,47672.0,"11,706","4,776",47121
2543,Putnam,Missouri,19397.0,36713.0,44309.0,"4,944","2,230",29171
2544,Knox,Texas,19396.0,34295.0,45208.0,"3,731","1,557",48275
2545,St. Landry,Louisiana,19387.0,35503.0,45574.0,"83,534","30,935",22097
2546,Bradley,Arkansas,19386.0,30409.0,39659.0,"11,418","4,789",05011
2547,Miller,Missouri,19385.0,35507.0,44911.0,"24,863","10,034",29131
2548,Carroll,Virginia,19385.0,32853.0,43349.0,"29,979","12,572",51035
2549,Perry,Ohio,19372.0,41446.0,48828.0,"36,051","13,793",39127
2550,Johnson,Arkansas,19366.0,31003.0,37119.0,"25,655","10,046",05071
2551,Coryell,Texas,19357.0,49819.0,56459.0,"75,966","20,416",48099
2552,LaGrange,Indiana,19356.0,47617.0,51922.0,"37,463","11,833",18087
2553,Titus,Texas,19356.0,42939.0,50325.0,"32,360","10,725",48449
2554,Jefferson,Arkansas,19353.0,37140.0,48562.0,"75,782","28,367",05069
2555,Limestone,Texas,19352.0,38823.0,49121.0,"23,417","7,929",48293
2556,Pike,Kentucky,19351.0,32961.0,42210.0,"64,473","26,362",21195
2557,Highland,Ohio,19348.0,39091.0,46643.0,"43,395","16,918",39071
2558,Bourbon,Kansas,19340.0,39591.0,50231.0,"15,004","5,636",20011
2559,Nottoway,Virginia,19337.0,36607.0,52837.0,"15,862","5,673",51135
2560,Mecosta,Michigan,19336.0,39470.0,50330.0,"43,007","15,536",26107
2561,Hampton,South Carolina,19332.0,34233.0,42588.0,"20,840","7,470",45049
2562,Shelby,Missouri,19331.0,35938.0,48274.0,"6,274","2,597",29205
2563,Fulton,Arkansas,19326.0,35522.0,41720.0,"12,266","5,140",05049
2564,Lewis,Missouri,19317.0,42071.0,49043.0,"10,193","3,936",29111
2565,Columbia,Florida,19306.0,38070.0,45003.0,"67,568","23,604",12023
2566,Parmer,Texas,19304.0,44943.0,47096.0,"10,159","3,215",48369
2567,Fleming,Kentucky,19304.0,32495.0,45490.0,"14,435","5,539",21069
2568,Bedford,Tennessee,19303.0,40759.0,47774.0,"45,339","16,402",47003
2569,Clarke,Georgia,19295.0,33060.0,50744.0,"118,864","41,358",13059
2570,Hickman,Kentucky,19292.0,34029.0,46549.0,"4,834","1,983",21105
2571,Chambers,Alabama,19291.0,32402.0,41040.0,"34,145","13,722",01017
2572,Hot Spring,Arkansas,19286.0,41193.0,49541.0,"33,182","12,231",05059
2574,Sullivan,Missouri,19279.0,36676.0,44783.0,"6,611","2,640",29211
2575,Columbus,North Carolina,19275.0,35761.0,45865.0,"57,761","21,758",37047
2576,Union,Mississippi,19273.0,38373.0,44772.0,"27,338","10,322",28145
2577,Comanche,Texas,19268.0,36020.0,45503.0,"13,829","5,162",48093
2578,Adair,Missouri,19258.0,34733.0,54609.0,"25,573","9,648",29001
2579,Nowata,Oklahoma,19256.0,39430.0,48694.0,"10,580","4,050",40105
2580,Butler,Missouri,19246.0,34969.0,43135.0,"42,946","17,085",29023
2581,Yuba,California,19244.0,44902.0,50648.0,"72,574","24,300",06115
2582,Chowan,North Carolina,19240.0,34420.0,43512.0,"14,782","5,945",37041
2583,Jay,Indiana,19236.0,40235.0,47376.0,"21,333","8,179",18075
2584,Caldwell,North Carolina,19228.0,34357.0,46628.0,"82,407","31,417",37027
2585,Jim Hogg,Texas,19212.0,36121.0,42775.0,"5,271","1,805",48247
2586,Carter,Kentucky,19204.0,36406.0,44210.0,"27,493","10,319",21043
2587,Jackson,Louisiana,19188.0,37388.0,45490.0,"16,217","6,090",22049
2588,Sanders,Montana,19188.0,32881.0,39650.0,"11,400","5,149",30089
2589,Gordon,Georgia,19177.0,40926.0,48810.0,"55,409","19,066",13129
2590,Camp,Texas,19176.0,37079.0,45781.0,"12,415","4,475",48063
2591,Idaho County,Idaho,19168.0,37349.0,44962.0,"16,269","6,534",16049
2592,Payette,Idaho,19165.0,43649.0,51998.0,"22,629","8,056",16075
2593,Fannin,Georgia,19164.0,34239.0,40855.0,"23,614","9,940",13111
2594,Bladen,North Carolina,19154.0,30164.0,43210.0,"34,969","14,256",37017
2595,Laurens,South Carolina,19153.0,37383.0,44778.0,"66,457","25,184",45059
2596,Alcorn,Mississippi,19145.0,33600.0,43320.0,"37,159","14,679",28003
2597,Logan,Kentucky,19143.0,36590.0,47378.0,"26,822","10,912",21141
2598,Blaine,Nebraska,19141.0,42917.0,45625.0,586,249,31009
2599,Lawrence,Tennessee,19136.0,37368.0,47649.0,"41,927","15,862",47099
2600,Franklin,Arkansas,19135.0,36766.0,43053.0,"18,063","6,769",05047
2601,Polk,Arkansas,19116.0,32835.0,38275.0,"20,540","8,069",05113
2602,Sevier,Utah,19115.0,46229.0,53997.0,"20,798","7,146",49041
2603,Grayson,Kentucky,19115.0,32399.0,41216.0,"25,833","9,897",21085
2604,Cleburne,Alabama,19108.0,38019.0,46069.0,"14,945","5,601",01029
2605,Wise,Virginia,19107.0,36218.0,46628.0,"41,154","15,406",51195
2606,Iron,Missouri,19101.0,36387.0,44069.0,"10,505","4,126",29093
2607,McIntosh,Oklahoma,19100.0,36096.0,44470.0,"20,358","8,092",40091
2608,Houston,Texas,19090.0,33119.0,46557.0,"23,365","7,889",48225
2609,Woodruff,Arkansas,19087.0,28259.0,36902.0,"7,180","3,070",05147
2610,Allen,Kentucky,19086.0,40008.0,49378.0,"20,123","8,061",21003
2611,Webster,Georgia,19082.0,35718.0,51458.0,"2,769","1,129",13307
2612,Otero,Colorado,19078.0,33848.0,41943.0,"18,817","7,427",08089
2613,Del Norte,California,19072.0,37909.0,51470.0,"28,357","9,593",06015
2614,Isabella,Michigan,19061.0,36372.0,51563.0,"70,400","24,817",26073
2615,Lawrence,Missouri,19060.0,39334.0,47950.0,"38,488","14,817",29109
2616,Warren,North Carolina,19052.0,34285.0,44587.0,"20,792","7,731",37185
2617,Logan,Arkansas,19046.0,34996.0,46489.0,"22,221","8,233",05083
2618,Jefferson,Oklahoma,19042.0,34701.0,40847.0,"6,457","2,456",40067
2619,Schley,Georgia,19037.0,38425.0,52391.0,"5,017","1,829",13249
2620,Union,South Carolina,19037.0,32556.0,41390.0,"28,594","11,854",45087
2621,Hardy,West Virginia,19032.0,32723.0,43097.0,"13,922","5,020",54031
2622,Charles Mix,South Dakota,19030.0,40102.0,51780.0,"9,176","3,191",46023
2623,Wilkes,North Carolina,19029.0,33159.0,42083.0,"69,184","27,512",37193
2624,Lamar,Alabama,19026.0,36028.0,42470.0,"14,396","6,084",01075
2625,Montgomery,Arkansas,19021.0,31345.0,39469.0,"9,387","3,873",05097
2626,Gallatin,Kentucky,19020.0,43793.0,48984.0,"8,525","2,995",21077
2627,Grant,Louisiana,19018.0,39654.0,47832.0,"22,113","7,340",22043
2628,Carter,Tennessee,19018.0,31842.0,41010.0,"57,438","24,079",47019
2629,Seward,Kansas,19015.0,50185.0,52529.0,"23,146","7,429",20175
2630,Red River,Texas,19014.0,31712.0,42371.0,"12,709","5,052",48387
2631,Osceola,Florida,19007.0,43891.0,47839.0,"279,837","90,413",12097
2632,Saline,Missouri,19006.0,39519.0,46731.0,"23,324","8,764",29195
2633,Ohio County,Kentucky,19005.0,40830.0,44200.0,"23,955","8,715",21183
2634,Hall,Texas,19004.0,33006.0,45593.0,"3,310","1,177",48191
2635,Nolan,Texas,19002.0,36806.0,46282.0,"15,087","5,527",48353
2636,Evans,Georgia,18998.0,36788.0,46369.0,"10,902","4,067",13109
2637,Winston,Alabama,18995.0,32900.0,41113.0,"24,342","9,489",01133
2638,Oceana,Michigan,18986.0,40023.0,47419.0,"26,456","9,537",26127
2639,Clarke,Alabama,18979.0,29357.0,45518.0,"25,573","9,631",01025
2640,Ouachita,Arkansas,18975.0,32015.0,42354.0,"25,651","10,733",05103
2641,Wayne,Missouri,18970.0,33159.0,39465.0,"13,437","5,589",29223
2642,Montcalm,Michigan,18969.0,40451.0,47435.0,"63,234","23,400",26117
2643,Coleman,Texas,18967.0,31373.0,37887.0,"8,744","3,478",48083
2644,Heard,Georgia,18964.0,39909.0,49381.0,"11,708","4,321",13149
2645,Crosby,Texas,18959.0,38187.0,42379.0,"6,056","2,164",48107
2646,Bienville,Louisiana,18958.0,31543.0,42271.0,"14,229","5,668",22013
2647,Wyandotte,Kansas,18957.0,39402.0,47025.0,"158,348","57,291",20209
2648,Fremont,Colorado,18954.0,39943.0,48623.0,"46,850","16,938",08043
2649,Rhea,Tennessee,18952.0,36741.0,46526.0,"32,080","12,096",47143
2650,Prowers,Colorado,18941.0,34391.0,44481.0,"12,473","4,935",08099
2651,Petersburg City,Virginia,18936.0,34424.0,40559.0,"32,326","12,456",51730
2652,Scott,Arkansas,18934.0,37448.0,42333.0,"11,111","4,324",05127
2653,Tift,Georgia,18933.0,34591.0,41712.0,"40,537","13,691",13277
2654,McDowell,North Carolina,18932.0,35297.0,45874.0,"44,963","17,252",37111
2655,Wayne,Mississippi,18928.0,29925.0,38502.0,"20,675","8,105",28153
2656,Oneida,Idaho,18920.0,40842.0,46802.0,"4,257","1,579",16071
2657,Kleberg,Texas,18918.0,40566.0,48275.0,"32,052","11,241",48273
2658,Habersham,Georgia,18910.0,39306.0,48610.0,"43,181","14,805",13137
2659,Mississippi County,Arkansas,18905.0,36428.0,42286.0,"45,912","17,058",05093
2660,Bamberg,South Carolina,18902.0,31483.0,43317.0,"15,814","5,883",45009
2661,Lowndes,Georgia,18897.0,37365.0,49499.0,"111,334","39,722",13185
2662,Haskell,Oklahoma,18896.0,35334.0,46474.0,"12,849","4,713",40061
2663,Franklin,Alabama,18888.0,36415.0,46536.0,"31,666","12,437",01059
2664,Bingham,Idaho,18872.0,47941.0,54323.0,"45,485","14,650",16011
2665,Randolph,Arkansas,18871.0,34418.0,45492.0,"17,896","7,244",05121
2666,Marion,Kentucky,18865.0,38719.0,47360.0,"19,943","7,368",21155
2667,Montgomery,North Carolina,18865.0,31830.0,43038.0,"27,707","10,610",37123
2668,Newton,Mississippi,18864.0,39190.0,44720.0,"21,645","7,931",28101
2669,Barnwell,South Carolina,18862.0,35231.0,43818.0,"22,399","8,416",45011
2670,Patrick,Virginia,18860.0,34864.0,42547.0,"18,445","7,846",51141
2671,Allen,Louisiana,18857.0,38429.0,48306.0,"25,674","8,099",22003
2672,Noble,Ohio,18853.0,38290.0,43146.0,"14,639","4,883",39121
2673,Decatur,Iowa,18845.0,36326.0,46275.0,"8,308","3,106",19053
2674,Ware,Georgia,18842.0,34572.0,46455.0,"36,008","13,460",13299
2675,Yuma,Arizona,18840.0,41595.0,44302.0,"199,026","70,122",04027
2676,Gratiot,Michigan,18836.0,40359.0,50893.0,"42,148","14,787",26057
2677,Elbert,Georgia,18835.0,35817.0,41387.0,"19,907","7,635",13105
2678,Motley,Texas,18828.0,35845.0,40000.0,"1,182",433,48345
2679,Meriwether,Georgia,18821.0,37333.0,43597.0,"21,695","8,135",13199
2680,Bristol City,Virginia,18820.0,32221.0,41025.0,"17,713","7,674",51520
2681,Chester,Tennessee,18817.0,41875.0,52983.0,"17,151","5,936",47023
2682,Meigs,Ohio,18816.0,35469.0,44783.0,"23,659","9,560",39105
2683,Hale,Alabama,18812.0,30051.0,38048.0,"15,594","5,969",01065
2684,Cherokee,Texas,18801.0,38378.0,46797.0,"50,865","17,422",48073
2685,Lamar,Georgia,18800.0,41016.0,49741.0,"18,139","6,393",13171
2686,Taylor,Kentucky,18790.0,36384.0,46250.0,"24,585","9,708",21217
2687,Martin,North Carolina,18783.0,35111.0,44633.0,"24,147","9,444",37117
2688,Van Buren,Arkansas,18782.0,32517.0,42607.0,"17,147","7,063",05141
2689,Washington County,North Carolina,18779.0,34936.0,43636.0,"12,958","5,056",37187
2690,Colleton,South Carolina,18769.0,33233.0,41716.0,"38,453","14,905",45029
2691,Luce,Michigan,18768.0,39469.0,45950.0,"6,550","2,427",26095
2692,Johnson,Illinois,18763.0,40760.0,50796.0,"12,665","4,362",17087
2693,Charlotte,Virginia,18762.0,33015.0,43384.0,"12,478","4,751",51037
2694,Sabine,Texas,18762.0,32963.0,37827.0,"10,604","4,161",48403
2695,Hoke,North Carolina,18761.0,45489.0,53584.0,"48,842","16,161",37093
2696,Fayette,Indiana,18757.0,37391.0,46311.0,"24,112","9,536",18041
2697,Madison,Arkansas,18754.0,35771.0,43373.0,"15,671","6,048",05087
2698,Yalobusha,Mississippi,18750.0,32930.0,46360.0,"12,554","4,797",28161
2699,Lamb,Texas,18744.0,36727.0,45304.0,"13,921","4,803",48279
2700,Trinity,Texas,18730.0,34555.0,44343.0,"14,460","5,091",48455
2701,Webster,Mississippi,18728.0,33524.0,45647.0,"10,129","4,084",28155
2702,Wilkinson,Mississippi,18717.0,33618.0,39966.0,"9,653","3,496",28157
2703,Toombs,Georgia,18716.0,31189.0,46442.0,"27,229","10,310",13279
2704,Haywood,Tennessee,18714.0,34542.0,43094.0,"18,531","7,099",47075
2705,Howard,Arkansas,18707.0,35879.0,40970.0,"13,748","5,208",05061
2706,Cross,Arkansas,18701.0,38085.0,48100.0,"17,760","6,818",05037
2707,Nevada County,Arkansas,18695.0,33694.0,42500.0,"8,948","3,622",05099
2708,San Augustine,Texas,18695.0,28390.0,41014.0,"8,855","3,275",48405
2709,Clay,Alabama,18694.0,34002.0,43598.0,"13,703","5,649",01027
2710,Neshoba,Mississippi,18693.0,37050.0,41449.0,"29,655","10,829",28099
2711,Fayette,West Virginia,18685.0,33771.0,42182.0,"45,889","17,250",54019
2712,Bailey,Texas,18676.0,46139.0,48681.0,"7,121","2,358",48017
2713,Torrance,New Mexico,18675.0,31161.0,45409.0,"16,185","5,638",35057
2714,Richland,Louisiana,18669.0,36835.0,45070.0,"20,816","7,619",22083
2715,Crockett,Tennessee,18664.0,36066.0,43693.0,"14,576","5,619",47033
2716,Lafayette,Florida,18660.0,39722.0,52627.0,"8,745","2,710",12067
2717,Pike,Missouri,18650.0,39850.0,52000.0,"18,579","6,559",29163
2718,Screven,Georgia,18640.0,34848.0,46591.0,"14,455","5,165",13251
2719,Braxton,West Virginia,18635.0,31848.0,43884.0,"14,524","5,780",54007
2720,Bullock,Alabama,18628.0,32033.0,44933.0,"10,746","3,741",01011
2721,Laurens,Georgia,18625.0,34793.0,43935.0,"48,203","17,632",13175
2722,Baldwin,Georgia,18622.0,32751.0,48719.0,"46,018","16,338",13009
2723,Dougherty,Georgia,18619.0,31671.0,38145.0,"94,220","35,661",13095
2724,Fulton,Kentucky,18602.0,33582.0,39274.0,"6,650","2,744",21075
2725,Benton,Mississippi,18597.0,31060.0,42436.0,"8,682","3,195",28009
2726,Cook,Georgia,18592.0,34985.0,43780.0,"17,066","6,308",13075
2727,Bulloch,Georgia,18587.0,35840.0,52100.0,"71,190","25,254",13031
2728,Claiborne,Tennessee,18583.0,33229.0,42766.0,"31,915","12,553",47025
2729,Cherokee,Oklahoma,18582.0,37260.0,49379.0,"47,488","16,875",40021
2730,Harmon,Oklahoma,18582.0,26688.0,36597.0,"2,894","1,106",40057
2731,Stone,Mississippi,18576.0,42963.0,50491.0,"17,854","5,871",28131
2732,Pontotoc,Mississippi,18576.0,39899.0,50403.0,"30,207","9,937",28115
2733,Orange,Indiana,18576.0,38826.0,46454.0,"19,829","7,688",18117
2734,Bacon,Georgia,18558.0,33757.0,48115.0,"11,159","4,036",13005
2735,Stephens,Georgia,18557.0,37898.0,46972.0,"25,910","9,227",13257
2736,Worth,Georgia,18551.0,35792.0,44411.0,"21,670","7,851",13321
2737,Gulf,Florida,18546.0,40455.0,44574.0,"15,793","5,414",12045
2738,St. Francois,Missouri,18544.0,37238.0,46537.0,"65,602","24,654",29187
2739,Dent,Missouri,18544.0,36311.0,42356.0,"15,649","5,858",29065
2740,Pushmataha,Oklahoma,18542.0,29897.0,38834.0,"11,406","4,900",40127
2741,Houston,Tennessee,18539.0,35271.0,44637.0,"8,375","3,423",47083
2742,Clay,Arkansas,18509.0,31502.0,41121.0,"15,790","6,814",05021
2743,Bland,Virginia,18501.0,42139.0,48906.0,"6,795","2,480",51021
2744,Winston,Mississippi,18501.0,30821.0,40589.0,"19,052","7,635",28159
2745,Bethel Census Area,Alaska,18497.0,51689.0,53224.0,"17,356","4,358",02050
2746,Anderson,Texas,18495.0,40653.0,52077.0,"58,262","16,378",48001
2747,Fayette,Alabama,18494.0,33838.0,44034.0,"17,110","6,956",01057
2748,Coosa,Alabama,18493.0,37277.0,46777.0,"11,198","4,506",01037
2749,Tippah,Mississippi,18493.0,34636.0,41358.0,"22,080","8,472",28139
2750,Union,New Mexico,18472.0,38902.0,48350.0,"4,458","1,606",35059
2751,Lincoln,West Virginia,18458.0,35487.0,42293.0,"21,660","8,416",54043
2752,Benton,Tennessee,18456.0,33033.0,39526.0,"16,398","6,892",47005
2753,Buena Vista City,Virginia,18453.0,36591.0,49429.0,"6,699","2,738",51530
2754,Reynolds,Missouri,18449.0,34496.0,39632.0,"6,661","2,664",29179
2755,Knott,Kentucky,18448.0,33889.0,43684.0,"16,217","5,892",21119
2756,Greene,North Carolina,18441.0,40853.0,50781.0,"21,382","7,104",37079
2757,Suwannee,Florida,18431.0,35698.0,43716.0,"42,865","15,712",12121
2758,Kings,California,18429.0,48133.0,50489.0,"151,806","40,785",06031
2759,McNairy,Tennessee,18428.0,33452.0,41545.0,"26,066","9,736",47109
2760,Attala,Mississippi,18422.0,31641.0,41356.0,"19,383","7,185",28007
2761,Crawford,Missouri,18415.0,35897.0,44985.0,"24,711","9,485",29055
2762,Hyde,North Carolina,18408.0,42279.0,42048.0,"5,771","2,148",37095
2763,Hidalgo,New Mexico,18392.0,34080.0,37432.0,"4,834","1,837",35023
2764,Jackson,Tennessee,18387.0,33386.0,42800.0,"11,527","4,493",47087
2765,Hickman,Tennessee,18383.0,39581.0,47683.0,"24,428","8,846",47081
2766,El Paso,Texas,18379.0,40157.0,44619.0,"813,015","255,573",48141
2767,Wyoming County,West Virginia,18377.0,34454.0,47602.0,"23,479","9,101",54109
2768,Putnam,Florida,18377.0,32497.0,40802.0,"73,683","28,047",12107
2769,Pike,Arkansas,18377.0,32206.0,37440.0,"11,250","4,325",05109
2770,Gooding,Idaho,18373.0,37050.0,45093.0,"15,278","5,552",16047
2771,Lowndes,Alabama,18368.0,26230.0,40783.0,"11,086","4,212",01085
2772,Overton,Tennessee,18347.0,34604.0,43587.0,"22,109","8,815",47133
2773,Cherokee,North Carolina,18340.0,34432.0,43178.0,"27,243","10,722",37039
2774,Tishomingo,Mississippi,18338.0,32592.0,40949.0,"19,582","7,643",28141
2775,Polk,Georgia,18336.0,39208.0,48675.0,"41,308","14,645",13233
2776,Ottawa,Oklahoma,18331.0,36473.0,44106.0,"32,029","12,134",40115
2777,Carroll,Tennessee,18330.0,35049.0,45351.0,"28,525","11,022",47017
2778,Seminole,Oklahoma,18321.0,33819.0,42751.0,"25,443","9,327",40133
2779,Copiah,Mississippi,18318.0,35421.0,45769.0,"29,204","9,897",28029
2780,Simpson,Mississippi,18314.0,38362.0,44651.0,"27,439","9,786",28127
2781,Levy,Florida,18304.0,34348.0,41278.0,"40,289","15,582",12075
2782,Clay,Mississippi,18273.0,30764.0,39169.0,"20,539","7,750",28025
2783,Hughes,Oklahoma,18268.0,34619.0,44973.0,"13,838","4,920",40063
2784,Menard,Texas,18253.0,31215.0,41250.0,"2,213",871,48327
2785,Carter,Missouri,18245.0,30962.0,40597.0,"6,260","2,426",29035
2786,Cherokee,South Carolina,18240.0,34202.0,43439.0,"55,587","20,762",45021
2787,Adams,Ohio,18235.0,35678.0,43771.0,"28,406","10,816",39001
2788,Franklin,Georgia,18234.0,34830.0,45934.0,"21,998","8,618",13119
2789,Perry,Kentucky,18224.0,33528.0,40814.0,"28,488","10,801",21193
2790,Dickenson,Virginia,18215.0,33318.0,41314.0,"15,749","6,352",51051
2791,Irwin,Georgia,18207.0,40771.0,50125.0,"9,571","3,277",13155
2792,White,Tennessee,18205.0,34474.0,42357.0,"25,986","9,729",47185
2793,Pershing,Nevada,18203.0,52101.0,56250.0,"6,752","2,091",32027
2794,Marion,Arkansas,18188.0,34494.0,42333.0,"16,605","7,036",05089
2795,Crisp,Georgia,18185.0,35240.0,42934.0,"23,521","8,832",13081
2796,Pike,Mississippi,18183.0,34841.0,41288.0,"40,269","14,614",28113
2797,Merced,California,18177.0,42591.0,47456.0,"258,707","75,409",06047
2798,Bronx,New York,18171.0,34388.0,38843.0,"1,397,315","474,842",36005
2799,Monroe,Mississippi,18167.0,36308.0,45361.0,"36,652","13,960",28095
2800,Benson,North Dakota,18162.0,36491.0,40821.0,"6,721","2,291",38005
2801,Schuyler,Missouri,18160.0,34688.0,45269.0,"4,397","1,773",29197
2802,Dallas,Missouri,18155.0,40120.0,44382.0,"16,733","6,443",29059
2803,DeKalb,Alabama,18149.0,37851.0,45213.0,"71,076","24,923",01049
2804,Clare,Michigan,18148.0,32668.0,40297.0,"30,823","13,215",26035
2805,Le Flore,Oklahoma,18141.0,36542.0,44408.0,"50,062","18,412",40079
2806,Prairie,Arkansas,18137.0,34855.0,43408.0,"8,573","3,737",05117
2807,Butler,Kentucky,18136.0,35430.0,45314.0,"12,746","5,124",21031
2808,Abbeville,South Carolina,18134.0,35947.0,47211.0,"25,233","9,809",45001
2809,Sequoyah,Oklahoma,18131.0,35742.0,42828.0,"41,834","15,624",40135
